From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_S9Q9K7	S9Q9K7	S9Q9K7_9RHOB	Agmatinase (EC 3.5.3.11)	Salmuc_00489	Salipiger mucosus DSM 16094	421	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Salipiger (genus), Salipiger mucosus (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 263377 (genus), 263378 (species)
UniRef100_U2Z3Q1	U2Z3Q1	U2Z3Q1_9RHOB	Agmatinase	MBELCI_1754	Limimaricola cinnabarinus LL-001	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Limimaricola (genus), Limimaricola cinnabarinus (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 2211638 (genus), 1125964 (species)
UniRef100_U5DJQ1	U5DJQ1	U5DJQ1_9CHRO	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family (EC 3.5.3.11)	KR51_00023840	Rubidibacter lacunae KORDI 51-2	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Aphanothecaceae (family), Rubidibacter (genus), Rubidibacter lacunae (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890450 (family), 582491 (genus), 582514 (species)
UniRef100_U5W7R9	U5W7R9	U5W7R9_9ACTN	Arginase/agmatinase family protein	AFR_34590	Actinoplanes friuliensis DSM 7358	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus), Actinoplanes friuliensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus), 196914 (species)
UniRef100_W4PYS7	W4PYS7	W4PYS7_9BACI	Agmatinase	JCM9140_849	Halalkalibacter wakoensis JCM 9140	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Halalkalibacter (genus), Halalkalibacter wakoensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 2893056 (genus), 127891 (species)
UniRef100_W4QQC8	W4QQC8	W4QQC8_HALA3	Agmatinase	JCM9157_1363	Halalkalibacter akibai (strain ATCC 43226 / DSM 21942 / CIP 109018 / JCM 9157 / 1139) (Bacillus akibai)	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Halalkalibacter (genus), Halalkalibacter akibai (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 2893056 (genus), 1411 (species)
UniRef100_UPI0006EC2144	A0ABR5NDM2	A0ABR5NDM2_BRECH	Agmatinase	AN963_08005	Brevibacillus choshinensis	383	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Brevibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186822 (family), 55080 (genus)
UniRef100_UPI000849F10E	A0ABR8G8K6	A0ABR8G8K6_MICVR	Agmatinase family protein	H6G40_05030	Microcystis viridis FACHB-1342	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Microcystis (genus), Microcystis viridis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890449 (family), 1125 (genus), 44822 (species)
UniRef100_UPI0008F8871F	A0ABX3SWP1	A0ABX3SWP1_MYCMA	Agmatinase	BST29_03685	Mycobacterium malmoense	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_UPI0009807D13	A0ABN4X196	A0ABN4X196_9HYPH	Agmatinase	B0E33_26470	Roseibium algicola	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Stappiaceae (family), Roseibium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 2821832 (family), 150830 (genus)
UniRef100_UPI000C9DE9A3	A0ABX4WQ76	A0ABX4WQ76_9CYAN	Agmatinase	CEP15_02330	Cylindrospermopsis raciborskii C07	390	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Aphanizomenonaceae (family), Cylindrospermopsis (genus), Cylindrospermopsis raciborskii (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1161 (order), 1892259 (family), 77021 (genus), 77022 (species)
UniRef100_UPI000D07CEB6	A0ABX5F441	A0ABX5F441_9CHRO	Agmatinase	speB C7B81_15050	Aphanothece cf. minutissima CCALA 015	404	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Aphanothecaceae (family), Aphanothece (genus), Aphanothece minutissima (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890450 (family), 1121 (genus), 543815 (species)
UniRef100_UPI000DC25CCA	A0ABX9EAF4	A0ABX9EAF4_9PSEU	Agmatinase	C8D87_103484	Lentzea atacamensis	376	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)
UniRef100_UPI000DDA2D1B	A0ABV1Z037	A0ABV1Z037_9HYPH	Agmatinase family protein	NKI36_14150	Mesorhizobium caraganae	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 69277 (family), 68287 (genus)
UniRef100_UPI000F02553E	A0ABY6RIV1	A0ABY6RIV1_9MYCO	Guanidinobutyrase (EC 3.5.3.7)	gbh LAUMK4_02711	Mycobacterium persicum	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_UPI0012BBC5E0	A0ABY1NC16	A0ABY1NC16_9HYPH	Agmatinase	SAMN06265374_0724	Roseibium denhamense	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Stappiaceae (family), Roseibium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 2821832 (family), 150830 (genus)
UniRef100_UPI001392EF82	A0ABQ1C4J8	A0ABQ1C4J8_9MYCO	Agmatinase	MPRG_26490	Mycobacterium paragordonae	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_UPI00143FE68F	A0ACA8Z8V9	A0ACA8Z8V9_9BACL	Agmatinase 2 (EC 3.5.3.11)	speB FAVT5_1326	Kyrpidia spormannii	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Alicyclobacillaceae (family), Kyrpidia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186823 (family), 1129704 (genus)
UniRef100_UPI0015567E24	A0ABX2CAH6	A0ABX2CAH6_9BRAD	Agmatinase family protein	HL667_09645	Bradyrhizobium aeschynomenes	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 41294 (family), 374 (genus)
UniRef100_UPI00157579AA	A0ABX2JPC6	A0ABX2JPC6_9MYCO	Agmatinase	FEG63_02460	Mycolicibacterium sphagni	413	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_UPI00166E78A0	A0ABQ1KLB0	A0ABQ1KLB0_9RHOB	Agmatinase	GCM10011363_16160	Marivita lacus	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Marivita (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 659428 (genus)
UniRef100_UPI001670D8E3	A0ABQ2UD50	A0ABQ2UD50_9PSEU	Agmatinase	GCM10010178_05300	Lentzea flava	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)
UniRef100_UPI0016857E58	A0ABR8HTP0	A0ABR8HTP0_9CHRO	Agmatinase family protein	H6G48_11265	Microcystis flos-aquae FACHB-1344	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Microcystis (genus), Microcystis flos-aquae (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890449 (family), 1125 (genus), 109615 (species)
UniRef100_UPI001687CD2D	A0ABR9VRQ7	A0ABR9VRQ7_9SYNC	Agmatinase (EC 3.5.3.11)	speB IQ217_04660	Synechocystis salina LEGE 00031	390	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Merismopediaceae (family), Synechocystis (genus), Synechocystis salina (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890424 (order), 1890428 (family), 1142 (genus), 945780 (species)
UniRef100_UPI00187EFB4E	A0ABR9UWV9	A0ABR9UWV9_9CHRO	Agmatinase (EC 3.5.3.11)	speB IQ230_20970	Gloeocapsopsis crepidinum LEGE 06123	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Chroococcaceae (family), Gloeocapsopsis (genus), Gloeocapsopsis crepidinum (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890464 (family), 693222 (genus), 693223 (species)
UniRef100_UPI0018ACE716	A0ABS0GWH0	A0ABS0GWH0_9ACTN	Agmatinase family protein	I0C86_16410	Plantactinospora alkalitolerans	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Plantactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 673534 (genus)
UniRef100_UPI001906BBF4	A0ABS1DBW3	A0ABS1DBW3_9PROT	Agmatinase	CKO28_04020	Rhodovibrio sodomensis	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Rhodovibrionaceae (family), Rhodovibrio (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 2844403 (family), 85274 (genus)
UniRef100_UPI00194058B0	A0ABQ4C6J5	A0ABQ4C6J5_9ACTN	Agmatinase	Air01nite_44940	Asanoa iriomotensis	388	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Asanoa (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 195964 (genus)
UniRef100_UPI001942C132	A0ABQ4EXV5	A0ABQ4EXV5_9ACTN	Agmatinase	Pma05_60700	Plantactinospora mayteni	390	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Plantactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 673534 (genus)
UniRef100_UPI0019A8A7CF	A0ABQ2EL95	A0ABQ2EL95_9ACTN	Agmatinase	GCM10011583_54260	Streptomyces camponoticapitis	415	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus)
UniRef100_UPI001A93EC91	A0ABS3J2T4	A0ABS3J2T4_9HYPH	Agmatinase family protein	J1C47_10025	Jiella sonneratiae	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Jiella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 255475 (family), 1775688 (genus)
UniRef100_UPI001AAEBE1E	A0ABS3S1X1	A0ABS3S1X1_9ACTN	Agmatinase (EC 3.5.3.11)	speB J4709_36110	Actinomadura violacea	403	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)
UniRef100_UPI001AE8BA5E	A0ABS4R872	A0ABS4R872_9HYPH	Agmatinase (EC 3.5.3.11)	J2Z31_005633	Sinorhizobium kostiense	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 227292 (no rank), 28105 (genus)
UniRef100_UPI001AE9C9B5	A0ABS4BHN9	A0ABS4BHN9_9HYPH	Agmatinase family protein	J6595_11460	Jiella mangrovi	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Jiella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 255475 (family), 1775688 (genus)
UniRef100_UPI001BCCB6A5	A0ABW4YXC2	A0ABW4YXC2_9HYPH	Agmatinase family protein	ACFSNC_10140	Ancylobacter oerskovii	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_UPI001C033506	A0ABS5Y6P9	A0ABS5Y6P9_9CYAN	Agmatinase family protein	IXB28_15095	Leptothoe kymatousa TAU-MAC 1615	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nodosilineales (order), Cymatolegaceae (family), Leptothoe (genus), Leptothoe kymatousa (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3039985 (order), 3079746 (family), 2651725 (genus), 2651727 (species)
UniRef100_UPI001D809C1F	A0ABX2F707	A0ABX2F707_9PSEU	Proclavaminate amidinohydrolase	GC106_43680	Kibdelosporangium persicum	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Kibdelosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 2029 (genus)
UniRef100_UPI001E290811	A0ABY3R6D6	A0ABY3R6D6_9BRAD	Agmatinase family protein	LQG66_27045	Bradyrhizobium ontarionense	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 41294 (family), 374 (genus)
UniRef100_UPI001FCC81D5	A0ABT0C9J6	A0ABT0C9J6_THEVL	Agmatinase (EC 3.5.3.11)	speB JX360_06025	Thermostichus vulcanus str. 'RUniRef100_UPIte'	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Thermostichales (order), Thermostichaceae (family), Thermostichus (genus), Thermostichus vulcanus (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 2881383 (order), 2881384 (family), 2881385 (genus), 32053 (species)
UniRef100_UPI001FEC2B45	A0ABV3XUZ7	A0ABV3XUZ7_9RHOB	Agmatinase	Ga0609869_002520	Rhodovulum iodosum	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Rhodovulum (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 34008 (genus)
UniRef100_UPI001FF11941	A0ABT0D7Z9	A0ABT0D7Z9_9HYPH	Agmatinase family protein	MWN34_04010	Ancylobacter crimeensis	404	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_UPI001FF143C2	A0ABT0DJ70	A0ABT0DJ70_9HYPH	Agmatinase family protein	MWN33_04665	Ancylobacter koreensis	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_UPI002002CFFD	A0ABT0GRE4	A0ABT0GRE4_9HYPH	Agmatinase family protein	M0H32_04570	Roseibium sediminicola	391	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Stappiaceae (family), Roseibium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 2821832 (family), 150830 (genus)
UniRef100_UPI002034945D	A0ABT0UIH0	A0ABT0UIH0_9ACTN	Agmatinase family protein	NBG84_08095	Streptomyces albipurpureus	427	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus)
UniRef100_UPI0020A6E9BC	A0ABN8JVJ7	A0ABN8JVJ7_9HYPH	Agmatinase 2 (EC 3.5.3.11)	speB MES5069_30019	Mesorhizobium escarrei	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 69277 (family), 68287 (genus)
UniRef100_UPI0020CCE66B	A0ABT1MCY5	A0ABT1MCY5_9MYCO	Agmatinase family protein	NM203_29955	Mycolicibacterium arenosum	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_UPI0021570E4B	A0ABY5QV34	A0ABY5QV34_9HYPH	Agmatinase family protein	IHQ72_30915	Mesorhizobium onobrychidis	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 69277 (family), 68287 (genus)
UniRef100_UPI0021D0A07F	A0ABV9ENP1	A0ABV9ENP1_9ACTN	Agmatinase family protein	ACFO8L_30295	Sphaerisporangium corydalis	381	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_UPI0021E86E98	A0ABT3BCN9	A0ABT3BCN9_9RHOB	Agmatinase family protein	MUB52_07860	Roseobacter sinensis	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 2433 (genus)
UniRef100_UPI0022095AD2	A0ABY5W474	A0ABY5W474_9ACTN	Agmatinase family protein	Dfulv_06385	Dactylosporangium fulvum	370	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_UPI0022EFB7BB	A0ABQ5R5D1	A0ABQ5R5D1_9ACTN	Agmatinase	Pa4123_72710	Phytohabitans aurantiacus	369	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Phytohabitans (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 907364 (genus)
UniRef100_UPI0022F11574	A0ABT4VHH9	A0ABT4VHH9_9HYPH	Agmatinase (EC 3.5.3.11)	speB OOZ53_02170	Hoeflea poritis	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Hoeflea (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 274591 (genus)
UniRef100_UPI002362BD61	A0ABV6N6F4	A0ABV6N6F4_9PSEU	Agmatinase family protein	ACFFH7_41820	Kutzneria chonburiensis	372	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Kutzneria (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 43356 (genus)
UniRef100_UPI00236504B7	A0ABP9EIP9	A0ABP9EIP9_9PSEU	Agmatinase family protein	GCM10023203_32440	Actinomycetospora straminea	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinomycetospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 402649 (genus)
UniRef100_UPI0023AFF815	A0ABT5VE32	A0ABT5VE32_9BACI	Agmatinase family protein	N7Z68_09865	Alkalihalobacterium chitinilyticum	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Alkalihalobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 2893050 (genus)
